/api/teams, GET, /api/teams, undefined, Fri Jun 21 2024 17:06:37 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:48 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:53 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:18:54 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:19:17 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:19:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:19:54 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:20:19 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:20:28 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:23:04 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:23:34 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:23:58 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:15 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:31 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:43 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:44 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:47 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:25:52 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:26:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:26:05 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:26:06 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:28:52 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:29:26 GMT+0300 (Israel Daylight Time), 
/api/teams, OPTIONS, /api/teams, undefined, Sat Jun 22 2024 02:31:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:31:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:31:40 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:31:47 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:33:29 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:39:26 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:39:46 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:39:48 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:39:59 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:40:21 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:40:26 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:40:44 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:40:45 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:40:56 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:41:00 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:41:01 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:41:35 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:41:38 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:42:31 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:42:57 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:43:34 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:43:37 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:43:51 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:45:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:45:45 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:46:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:46:21 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:49:46 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:50:00 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:50:01 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 02:50:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:01:02 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:01:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:08:20 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:08:22 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:08:44 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:14 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:17 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:20 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:23 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:25 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:32 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:09:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:02 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:07 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:13 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:23 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:28 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:29 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:54 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:10:55 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:11 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:19 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:37 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:53 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:11:55 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:25 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:27 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:30 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:36 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:39 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:41 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:12:58 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:00 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:07 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:19 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:20 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:23 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:39 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:46 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:13:55 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:04 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:10 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:13 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:15 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:16 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:45 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:14:48 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:01 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:02 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:16 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:27 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:29 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:15:31 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:18:14 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:18:15 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:18:18 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:18:33 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:18:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:18:34 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:18:34 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:18:41 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:18:41 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:19:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:19:16 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:20:25 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:21:47 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:21:52 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:21:56 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:01 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:03 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:07 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:13 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:16 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:19 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:28 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:30 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:35 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:45 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:22:52 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:23:23 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:23:29 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:23:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:23:49 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:23:49 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:23:55 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:23:55 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:24:19 GMT+0300 (Israel Daylight Time), 
/api/teams/1, GET, /api/teams/1, undefined, Sat Jun 22 2024 03:24:20 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:24:21 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:24:21 GMT+0300 (Israel Daylight Time), 
/api/teams/4, GET, /api/teams/4, undefined, Sat Jun 22 2024 03:24:22 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:24:22 GMT+0300 (Israel Daylight Time), 
/api/teams/4, GET, /api/teams/4, undefined, Sat Jun 22 2024 03:24:25 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:24:26 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:24:37 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:24:53 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:24:53 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:24:55 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:24:55 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:00 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:25:00 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:15 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:33 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:33 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:36 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:36 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:38 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:38 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:41 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:41 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:48 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:48 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:50 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:50 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:53 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:53 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:25:55 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:25:55 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:02 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:02 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:05 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:05 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:07 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:07 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:09 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:09 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:12 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:12 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:15 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:15 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:16 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:16 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:26:22 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:26:22 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:27:38 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:27:41 GMT+0300 (Israel Daylight Time), 
/api/teams/4, GET, /api/teams/4, undefined, Sat Jun 22 2024 03:27:44 GMT+0300 (Israel Daylight Time), 
/api/teams/5, GET, /api/teams/5, undefined, Sat Jun 22 2024 03:27:49 GMT+0300 (Israel Daylight Time), 
/api/teams/1, GET, /api/teams/1, undefined, Sat Jun 22 2024 03:27:52 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:27:55 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:27:58 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:28:03 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:28:05 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:28:08 GMT+0300 (Israel Daylight Time), 
/api/teams/5, GET, /api/teams/5, undefined, Sat Jun 22 2024 03:28:11 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:28:14 GMT+0300 (Israel Daylight Time), 
/api/teams/1, GET, /api/teams/1, undefined, Sat Jun 22 2024 03:28:17 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:28:19 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:28:21 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:30:09 GMT+0300 (Israel Daylight Time), 
/api/teams/3, GET, /api/teams/3, undefined, Sat Jun 22 2024 03:30:12 GMT+0300 (Israel Daylight Time), 
/api/teams/2, GET, /api/teams/2, undefined, Sat Jun 22 2024 03:30:15 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:30:47 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:31:10 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:31:20 GMT+0300 (Israel Daylight Time), 
/api/teams, GET, /api/teams, undefined, Sat Jun 22 2024 03:31:35 GMT+0300 (Israel Daylight Time), 
